Type of weapon,Caliber,Brand/Model,Permissibility in civilian circulation,ID Code,Full Name,Date of Birth,Residential Address,Weapon Registered Date,License Number,Affiliation,Prior Incidents,Notes on Modifications,Nationality,Gender,Occupation,Education Level,Marital Status
Adapter,223 Wylde,Deserttech-MDRX,Yes,49407241977,Kristina Filatov,1994-07-24,"7459 Adamson Ports Suite 561, Urmasport, PA 44146",2018-07-27,EE-GUN-806536,Reserve Military,None,Barrel shortened,Estonian,Female,Engineer,Bachelor's,Divorced
Adapter,22LR,CMMG-Bravo-AR-15,Yes,37209088339,Meelis Simson,1972-09-08,"2022 Alekseev Pine Apt. 146, Käärikborough, MD 67510",1987-03-01,EE-GUN-355856,Tallinn Marksmen Club,Yes,Barrel shortened,Estonian,Male,Engineer,High School,Single
Adapter,22 Hornet,Hubertus,Yes,36404052631,Rein Kalm,1964-04-05,"USCGC Peterson, FPO AP 70387",1997-11-07,EE-GUN-294134,Tallinn Marksmen Club,Yes,Barrel shortened,Estonian,Male,Lawyer,Bachelor's,Widowed
Adapter,.300 BLK,Uronen-Precision-UR-15,Yes,48411265564,Kristina Grigoriev,1984-11-26,"26771 Kristjan Oval, South Jurimouth, ME 75263",2017-09-07,EE-GUN-111221,Reserve Military,No,Barrel shortened,Estonian,Female,Teacher,PhD,Widowed
Adapter,22LR,CMMG-Bravo-AR-15,Yes,46811047916,Niina Aasa,1968-11-04,"34741 Julia Squares, West Martin, SD 65227",1993-05-16,EE-GUN-114199,Reserve Military,None,Barrel shortened,Estonian,Female,Teacher,PhD,Single
Adapter,22 Mag,Krieghoff-Extra,Yes,36212286760,Tõnu Niit,1962-12-28,"2944 Anna Manors, Pärnaton, MD 53127",1990-06-11,EE-GUN-443628,Reserve Military,Yes,Scope added,Estonian,Male,Lawyer,Master's,Divorced
Adapter,223 Rem,Uronen-Precision-UR-15,Yes,48604231752,Ülle Allik,1986-04-23,"11226 Laura Freeway Apt. 846, Ainochester, NY 94736",2024-06-29,EE-GUN-284687,Narva Gun Enthusiasts,None,-,Estonian,Female,Nurse,High School,Divorced
Adapter,22LR,Blaser-R-8,Yes,46003087327,Kristina Kütt,1960-03-08,"95493 Aleksandrov Loaf Apt. 142, New Tarmomouth, IL 83560",1980-12-03,EE-GUN-156269,None,Yes,Modified grip,Estonian,Female,Nurse,Bachelor's,Divorced
Adapter,.300 BLK,Uronen-Precision-UR-15,Yes,60311083474,Ljudmila Medvedev,2003-11-08,"4672 Kaljula Stream Suite 885, Port Tatjana, NH 46681",2037-08-08,EE-GUN-410223,Tallinn Marksmen Club,Yes,Scope added,Estonian,Female,Police Officer,High School,Widowed
Adapter,22 Mag,Heym-16-22-Magnum-Extra,Yes,37606298464,Pavel Krõlov,1976-06-29,"45799 Kelder Turnpike Apt. 841, Maksimovmouth, WY 76893",2005-03-14,EE-GUN-687041,None,No,-,Estonian,Male,Teacher,High School,Married
Adapter,22 Hornet,Hubertus,Yes,46210149022,Katrin Kirsipuu,1962-10-14,"925 Maksim Radial Apt. 878, Kirillovburgh, HI 82099",1999-03-24,EE-GUN-999480,Reserve Military,Yes,Barrel shortened,Estonian,Female,Retired,Bachelor's,Divorced
Adapter,.300 BLK,Uronen-Precision-UR-15,Yes,37904104221,Viktor Tihhomirov,1979-04-10,"8788 Vaher Valley, Kristinafurt, MI 53281",2002-12-09,EE-GUN-507120,Narva Gun Enthusiasts,None,Scope added,Estonian,Male,Lawyer,Master's,Widowed
Adapter,22 Hornet,Hubertus,Yes,46208235112,Kristiina Jürgenson,1962-08-23,"815 Palm Ridge Apt. 592, Martinland, VT 41961",1985-03-24,EE-GUN-453394,Reserve Military,Yes,Modified grip,Estonian,Female,Nurse,PhD,Divorced
Adapter,223 Wylde,Deserttech-MDRX,Yes,39601235312,Andrus Mägi,1996-01-23,"PSC 4707, Box 2547, APO AA 67790",2031-12-18,EE-GUN-382830,Reserve Military,Yes,Scope added,Estonian,Male,Retired,PhD,Married
Adapter,22 Mag,Krieghoff-Extra,Yes,47006012780,Anna Koort,1970-06-01,"03372 Vladimir Plains, Dmitrichester, MS 93430",1996-08-22,EE-GUN-350990,Tallinn Marksmen Club,No,Barrel shortened,Estonian,Female,Nurse,PhD,Single
Adapter,22LR,CZ-581/584,Yes,60510169155,Julia Tarassov,2005-10-16,"63076 Maksim Road, Port Andrei, OK 21075",2045-08-17,EE-GUN-815417,Narva Gun Enthusiasts,No,-,Estonian,Female,Retired,High School,Single
Adapter,22LR,Blaser-R-8,Yes,36508218970,Sander Toome,1965-08-21,"0681 Popov Orchard Suite 202, Lukinfort, NY 75593",1980-04-02,EE-GUN-538585,Tallinn Marksmen Club,No,Modified grip,Estonian,Male,Retired,Master's,Single
Adapter,22 Mag,Heym-16-22-Magnum-Extra,Yes,47306169328,Jelena Koval,1973-06-16,"442 Jürgens Corners, New Oleg, CA 45386",1992-04-16,EE-GUN-908335,Narva Gun Enthusiasts,None,Barrel shortened,Estonian,Female,Engineer,Bachelor's,Married
Adapter,223 Rem,Uronen-Precision-UR-15,Yes,48009195216,Tiina Jürisson,1980-09-19,"2467 Merike Ranch Suite 000, Port Ainostad, RI 67397",2000-08-12,EE-GUN-672008,Tallinn Marksmen Club,No,Modified grip,Estonian,Female,Retired,PhD,Widowed
Adapter,22LR,CZ-581/584,Yes,36901081568,Alexander Adamson,1969-01-08,"712 Kirs Park Apt. 288, Õunapuumouth, MT 36174",1994-12-09,EE-GUN-675744,Tallinn Marksmen Club,No,Barrel shortened,Estonian,Male,Engineer,High School,Married
Adapter,222 Rem,Keller-Simmann,Yes,37706026622,Viktor Titov,1977-06-02,"66216 Riina Junction Apt. 866, East Ene, VA 54909",2016-03-03,EE-GUN-543310,Tallinn Marksmen Club,Yes,Barrel shortened,Estonian,Male,Engineer,High School,Single
Adapter,22LR,Blaser-R-8,Yes,60604109535,Tiina Treial,2006-04-10,"71429 Sergey Creek Suite 714, Lake Kristiinaborough, MD 40146",2045-01-31,EE-GUN-603282,Reserve Military,Yes,Barrel shortened,Estonian,Female,Nurse,Bachelor's,Widowed
Adapter,22LR,CMMG-Bravo-AR-15,Yes,60406161768,Maie Teder,2004-06-16,"97864 Tatjana Island Suite 139, East Maieview, MT 41910",2028-05-28,EE-GUN-994311,Tallinn Marksmen Club,No,Modified grip,Estonian,Female,Retired,PhD,Widowed
Adapter,22 Mag,Heym-16-22-Magnum-Extra,Yes,38907138029,Aleksandr Sergejev,1989-07-13,"76453 Kristina Curve Suite 116, Rajahaven, MA 73441",2021-06-27,EE-GUN-330338,None,No,Scope added,Estonian,Male,Police Officer,Bachelor's,Widowed
Adapter,22 Hornet,Hubertus,Yes,50106224662,Igor Egorov,2001-06-22,"51446 Kütt Fall Suite 503, North Martinview, WY 69510",2018-06-14,EE-GUN-760479,Narva Gun Enthusiasts,Yes,Modified grip,Estonian,Male,Lawyer,PhD,Divorced
Adapter,22LR,Blaser-R-8,Yes,46906267301,Mare Tamme,1969-06-26,"07026 Jakovlev Curve Suite 525, Marikaborough, TX 68766",1999-09-12,EE-GUN-818894,Narva Gun Enthusiasts,No,Barrel shortened,Estonian,Female,Retired,PhD,Married
Adapter,22LR,Blaser-R-8,Yes,48207022440,Laura Raag,1982-07-02,"35226 Triin Harbor Suite 660, Lake Katrinberg, SD 43250",1999-10-19,EE-GUN-432500,Tallinn Marksmen Club,Yes,Barrel shortened,Estonian,Female,Engineer,High School,Married
Adapter,223 Wylde,Deserttech-MDRX,Yes,39711104285,Alexander Arro,1997-11-10,"32055 Triin Parks, Ljudmilachester, TX 80495",2024-10-10,EE-GUN-270010,None,Yes,-,Estonian,Male,Retired,PhD,Divorced
Adapter,22LR,CMMG-Bravo-AR-15,Yes,47604229567,Tiiu Must,1976-04-22,"7096 Kristina Tunnel, Port Mati, PA 65755",2011-09-17,EE-GUN-838420,Reserve Military,Yes,Scope added,Estonian,Female,Lawyer,Bachelor's,Divorced
Adapter,223 Rem,Uronen-Precision-UR-15,Yes,50211302871,Sander Kaljuste,2002-11-30,"Unit 2194 Box 0480, DPO AA 95966",2041-06-13,EE-GUN-155817,None,None,-,Estonian,Male,Teacher,Bachelor's,Widowed
Adapter,22 Hornet,Hubertus,Yes,36202197776,Alexander Kazakov,1962-02-19,"Unit 1642 Box 5405, DPO AP 58604",1983-08-22,EE-GUN-193803,Reserve Military,No,Modified grip,Estonian,Male,Nurse,PhD,Single
Adapter,22LR,Blaser-R-8,Yes,39905090876,Mihkel Orav,1999-05-09,"5255 Anu Forges Apt. 289, Port Malle, OH 37812",2031-06-13,EE-GUN-655456,None,Yes,Modified grip,Estonian,Male,Lawyer,Master's,Divorced
Adapter,223 Wylde,Deserttech-MDRX,Yes,60112052041,Linda Pulk,2001-12-05,"97118 Tiiu Fall Suite 390, Jüritown, CA 21377",2030-11-27,EE-GUN-504694,None,No,Modified grip,Estonian,Female,Engineer,Master's,Single
Adapter,22 Mag,Krieghoff-Extra,Yes,46903208961,Linda Kivimäe,1969-03-20,"53305 Marek Club Suite 246, Kiiskside, AZ 72698",2007-04-04,EE-GUN-315803,Narva Gun Enthusiasts,No,Modified grip,Estonian,Female,Nurse,Master's,Married
Adapter,22LR,CZ-75-Kadett-adapter,Yes,48510237312,Aleksandra Nazarov,1985-10-23,"782 Võsu Hill Suite 157, Raadikberg, OK 03511",2010-04-21,EE-GUN-329831,Tallinn Marksmen Club,None,Modified grip,Estonian,Female,Police Officer,Master's,Single
Adapter,22 Hornet,Hubertus,Yes,38704157565,Priit Uus,1987-04-15,"816 Kristi Wall, Tiinaside, NJ 01537",2009-03-22,EE-GUN-948032,Narva Gun Enthusiasts,Yes,Barrel shortened,Estonian,Male,Engineer,High School,Widowed
Adapter,22LR,CMMG-Bravo-AR-15,Yes,50403164218,Vello Jõe,2004-03-16,"1331 Gavrilov Alley, Lillview, MA 19967",2027-04-15,EE-GUN-927774,None,Yes,Modified grip,Estonian,Male,Retired,High School,Married
Adapter,22LR,CMMG-Bravo-AR-15,Yes,36606265657,Tõnu Ilves,1966-06-26,"74010 Andrus Place, North Jaanton, UT 11402",1988-11-20,EE-GUN-976054,None,No,Scope added,Estonian,Male,Retired,Bachelor's,Single
Adapter,22 Mag,Heym-16-22-Magnum-Extra,Yes,49504141425,Katrin Kuuse,1995-04-14,"0036 Panov Manor, Vähiburgh, DC 49532",2034-11-27,EE-GUN-513373,Tallinn Marksmen Club,Yes,Scope added,Estonian,Female,Teacher,Bachelor's,Married
Adapter,22LR,CMMG-Bravo-AR-15,Yes,37512289152,Marek Jaanson,1975-12-28,"7116 Indrek Inlet, Port Alexanderfort, WY 73708",1994-09-08,EE-GUN-354916,Narva Gun Enthusiasts,No,Scope added,Estonian,Male,Lawyer,High School,Divorced
Adapter,22LR,CZ-75-Kadett-adapter,Yes,50303047374,Artur Sidorov,2003-03-04,"00544 Paal Islands Suite 473, Baranovborough, NY 99852",2027-06-21,EE-GUN-939232,Reserve Military,No,Barrel shortened,Estonian,Male,Police Officer,PhD,Divorced
Adapter,223 Rem,Uronen-Precision-UR-15,Yes,60312280576,Triin Sikk,2003-12-28,"10421 Diana Ville Apt. 311, Port Alekseiland, KY 45088",2037-11-06,EE-GUN-943802,Reserve Military,None,Modified grip,Estonian,Female,Lawyer,Master's,Widowed
Adapter,22 Mag,Krieghoff-Extra,Yes,37104237847,Sergei Vlassov,1971-04-23,"704 Soots Cliff Suite 844, Katrinbury, ID 90651",1987-08-26,EE-GUN-698855,Reserve Military,None,-,Estonian,Male,Nurse,PhD,Single
Adapter,222 Rem,Keller-Simmann,Yes,39801104471,Indrek Kiis,1998-01-10,"446 Laura Pines, Konstantinovshire, MD 41410",2024-07-06,EE-GUN-371285,Narva Gun Enthusiasts,None,Barrel shortened,Estonian,Male,Retired,Master's,Divorced
Adapter,22 Mag,Krieghoff-Extra,Yes,48605273060,Riina Kink,1986-05-27,"05726 Kiik Mews Apt. 103, Jelenaview, TN 87058",2017-09-04,EE-GUN-552058,Narva Gun Enthusiasts,None,Scope added,Estonian,Female,Retired,Master's,Widowed
Adapter,222 Rem,Keller-Simmann,Yes,49309020819,Niina Sild,1993-09-02,"4047 Aivar Ridges Suite 322, Vladimirton, AK 08352",2016-04-05,EE-GUN-974698,None,None,-,Estonian,Female,Teacher,Bachelor's,Married
Adapter,22LR,CMMG-Bravo-AR-15,Yes,38910058137,Raivo Põldmaa,1989-10-05,"PSC 1230, Box 3940, APO AP 06050",2006-05-18,EE-GUN-446747,Reserve Military,Yes,Barrel shortened,Estonian,Male,Nurse,PhD,Divorced
Adapter,223 Wylde,Deserttech-MDRX,Yes,38901198019,Siim Koitla,1989-01-19,"23408 Kristjan Mountains, Nõmmchester, SD 87891",2006-02-07,EE-GUN-527900,None,Yes,Scope added,Estonian,Male,Retired,PhD,Widowed
Adapter,222 Rem,Keller-Simmann,Yes,60509130278,Tiina Kirss,2005-09-13,"0398 Unt Prairie, Kisseljovport, ID 02277",2020-11-24,EE-GUN-518837,None,No,Barrel shortened,Estonian,Female,Engineer,Bachelor's,Divorced
Adapter,22LR,CZ-75-Kadett-adapter,Yes,46911166997,Ene Hunt,1969-11-16,"61065 Viktor Place Apt. 385, New Kadri, WY 44673",2005-07-27,EE-GUN-861885,None,Yes,-,Estonian,Female,Teacher,Bachelor's,Married
Adapter,22LR,CZ-75-Kadett-adapter,Yes,48903036871,Galina Jeršov,1989-03-03,"44214 Pavel Ridge, East Annelifort, KS 58706",2019-01-17,EE-GUN-287667,Reserve Military,No,Barrel shortened,Estonian,Female,Retired,Master's,Married
Adapter,223 Wylde,Deserttech-MDRX,Yes,60001304170,Marina Voronin,2000-01-30,"055 Paal Drives, Irinaburgh, OH 85162",2032-04-16,EE-GUN-594459,Reserve Military,Yes,-,Estonian,Female,Police Officer,High School,Married
Adapter,22LR,CZ-581/584,Yes,47501297386,Valentina Kazakov,1975-01-29,"4248 Kadak Square Apt. 424, Mihhailton, RI 01599",1991-04-10,EE-GUN-679381,Narva Gun Enthusiasts,Yes,Modified grip,Estonian,Female,Police Officer,Bachelor's,Married
Adapter,223 Rem,Uronen-Precision-UR-15,Yes,48111013183,Kristi Kiisk,1981-11-01,"598 Tamm Well, Vahtraborough, RI 82476",2015-09-06,EE-GUN-383586,None,No,Barrel shortened,Estonian,Female,Lawyer,Bachelor's,Widowed
Adapter,22LR,Blaser-R-8,Yes,46312052493,Elena Ossipov,1963-12-05,"Unit 7872 Box 0911, DPO AP 67663",1999-09-27,EE-GUN-789407,Narva Gun Enthusiasts,Yes,Barrel shortened,Estonian,Female,Teacher,Bachelor's,Widowed
Adapter,.300 BLK,Uronen-Precision-UR-15,Yes,39003258386,Juri Zaitsev,1990-03-25,"017 Popov Brook, Lake Igor, AR 30172",2017-11-02,EE-GUN-780340,Reserve Military,Yes,-,Estonian,Male,Lawyer,High School,Divorced
Adapter,22 Hornet,Hubertus,Yes,37011305704,Jaan Pukk,1970-11-30,"9827 Sild Radial, Ljudmilaville, MO 28792",1989-08-03,EE-GUN-959594,Tallinn Marksmen Club,None,Barrel shortened,Estonian,Male,Teacher,Master's,Single
Adapter,22 Hornet,Hubertus,Yes,36603206118,Alexander Jefimov,1966-03-20,"0885 Kaljuvee Tunnel Apt. 837, Port Reinberg, OH 09609",1991-03-05,EE-GUN-292772,Reserve Military,No,Modified grip,Estonian,Male,Teacher,PhD,Married
Adapter,22LR,CZ-75-Kadett-adapter,Yes,39109137608,Alexander Lass,1991-09-13,"66664 Soon Stream Suite 123, Lake Andres, HI 40661",2020-11-12,EE-GUN-771498,None,None,Modified grip,Estonian,Male,Police Officer,Bachelor's,Single
Adapter,22LR,CMMG-Bravo-AR-15,Yes,48405303393,Ülle Põder,1984-05-30,"4995 Kokk Port, East Urmas, NJ 04027",2017-12-26,EE-GUN-531193,None,No,Scope added,Estonian,Female,Nurse,Master's,Married
Adapter,222 Rem,Keller-Simmann,Yes,46003194523,Maie Tuisk,1960-03-19,"324 Ülle Crest Apt. 014, Jaanuschester, MO 98896",1982-09-26,EE-GUN-238000,Reserve Military,No,-,Estonian,Female,Nurse,Bachelor's,Married
Adapter,.300 BLK,Uronen-Precision-UR-15,Yes,47110152997,Anu Lipp,1971-10-15,"51468 Priit Prairie, Katrinshire, RI 26996",2011-01-06,EE-GUN-615140,Tallinn Marksmen Club,No,-,Estonian,Female,Retired,High School,Single
Adapter,22LR,Blaser-R-8,Yes,49801019543,Sirje Raamat,1998-01-01,"USS Melnik, FPO AP 94209",2031-05-30,EE-GUN-687597,Tallinn Marksmen Club,No,Barrel shortened,Estonian,Female,Teacher,Master's,Single
Adapter,22LR,CMMG-Bravo-AR-15,Yes,48801135780,Piret Miller,1988-01-13,"2219 Kesküla Squares, Nadeždafurt, VA 88227",2026-09-28,EE-GUN-895463,None,None,Modified grip,Estonian,Female,Lawyer,High School,Married
Adapter,223 Rem,Uronen-Precision-UR-15,Yes,36903179673,Tõnu Jaakson,1969-03-17,"377 Liivamägi Stream, Jakobsonville, KS 70635",1994-06-18,EE-GUN-866616,None,None,-,Estonian,Male,Police Officer,Master's,Divorced
Adapter,223 Rem,Uronen-Precision-UR-15,Yes,36712046666,Vello Susi,1967-12-04,"38229 Kalamees Village Suite 566, Untburgh, MS 55338",1991-10-19,EE-GUN-196803,Reserve Military,No,Modified grip,Estonian,Male,Retired,PhD,Divorced
Adapter,223 Wylde,Deserttech-MDRX,Yes,49409159310,Kristiina Püvi,1994-09-15,"7745 Fedotov Island, North Juriburgh, PA 63110",2012-11-15,EE-GUN-769317,Reserve Military,None,Barrel shortened,Estonian,Female,Retired,High School,Divorced
Adapter,223 Wylde,Deserttech-MDRX,Yes,49812110051,Niina Roos,1998-12-11,"07736 Antonov Roads, Leishaven, TN 99930",2016-11-03,EE-GUN-279005,Tallinn Marksmen Club,No,Barrel shortened,Estonian,Female,Nurse,Bachelor's,Single
Adapter,.300 BLK,Uronen-Precision-UR-15,Yes,49006088617,Maria Järv,1990-06-08,"09546 Reet Garden Suite 004, South Sergey, ND 84342",2023-01-26,EE-GUN-633094,Tallinn Marksmen Club,No,Barrel shortened,Estonian,Female,Engineer,PhD,Single
Adapter,22 Mag,Heym-16-22-Magnum-Extra,Yes,60404266542,Ljudmila Ševtšenko,2004-04-26,"35561 Drozdov Heights Apt. 442, East Urmasmouth, IN 13160",2038-11-28,EE-GUN-625985,None,Yes,-,Estonian,Female,Nurse,Master's,Married
Adapter,22 Mag,Heym-16-22-Magnum-Extra,Yes,48010248748,Ülle Säde,1980-10-24,"1447 Ene Knolls, West Annefurt, VA 34697",2004-06-13,EE-GUN-890575,Reserve Military,No,Modified grip,Estonian,Female,Retired,PhD,Married
Adapter,22LR,CZ-75-Kadett-adapter,Yes,37311224060,Indrek Nurm,1973-11-22,"USNV Lepik, FPO AE 07228",2003-02-06,EE-GUN-957459,Reserve Military,No,Barrel shortened,Estonian,Male,Engineer,Bachelor's,Divorced
Adapter,22LR,CZ-75-Kadett-adapter,Yes,47208171279,Riina Mikk,1972-08-17,"1240 Aino Island, Sirjefurt, MT 41833",2009-08-03,EE-GUN-368642,Reserve Military,None,Modified grip,Estonian,Female,Nurse,Bachelor's,Divorced
Adapter,223 Wylde,Deserttech-MDRX,Yes,49110069730,Tiiu Kalm,1991-10-06,"USNV Kalda, FPO AP 79691",2011-11-14,EE-GUN-882646,Reserve Military,None,Barrel shortened,Estonian,Female,Retired,PhD,Married
Adapter,22LR,CMMG-Bravo-AR-15,Yes,39703212712,Vello Markus,1997-03-21,"53785 Konovalov Squares Suite 768, Margustown, MS 35333",2017-01-22,EE-GUN-937325,Tallinn Marksmen Club,None,Scope added,Estonian,Male,Retired,PhD,Divorced
Adapter,22 Hornet,Hubertus,Yes,46610075910,Diana Stepanov,1966-10-07,"57855 Kristina Grove, East Jelena, RI 01185",2006-09-11,EE-GUN-710411,Reserve Military,None,Scope added,Estonian,Female,Retired,Bachelor's,Married
Adapter,22LR,CZ-581/584,Yes,36306031279,Viktor Anissimov,1963-06-03,"571 Teearu Path, Sanderton, MO 56097",1987-08-17,EE-GUN-945298,Narva Gun Enthusiasts,Yes,Modified grip,Estonian,Male,Nurse,Bachelor's,Divorced
Adapter,.300 BLK,Uronen-Precision-UR-15,Yes,36608069806,Alexander Jermakov,1966-08-06,"16247 Teras Parks, Lake Maksimfurt, PA 87394",1997-07-27,EE-GUN-362836,Narva Gun Enthusiasts,None,Modified grip,Estonian,Male,Police Officer,PhD,Single
Adapter,22LR,CZ-75-Kadett-adapter,Yes,48310032527,Julia Koval,1983-10-03,"88117 Gontšarov Coves Suite 088, South Laura, CT 58857",2018-06-22,EE-GUN-484073,Tallinn Marksmen Club,No,Modified grip,Estonian,Female,Teacher,Master's,Single
Adapter,22LR,CZ-581/584,Yes,36608285289,Tõnu Laane,1966-08-28,"345 Sergei Turnpike, Konovalovside, IN 95122",1984-06-01,EE-GUN-417138,Tallinn Marksmen Club,None,Barrel shortened,Estonian,Male,Retired,PhD,Divorced
Adapter,223 Rem,Uronen-Precision-UR-15,Yes,48602254355,Anu Lõhmus,1986-02-25,"8997 Ivanov Brooks, Aivarville, MA 85761",2014-11-06,EE-GUN-990454,Narva Gun Enthusiasts,Yes,Modified grip,Estonian,Female,Police Officer,Bachelor's,Widowed
Adapter,22LR,CZ-75-Kadett-adapter,Yes,36208044817,Aleksander Toom,1962-08-04,"432 Kohv Oval Apt. 447, Margusland, MT 20533",1991-10-22,EE-GUN-340452,Reserve Military,None,Barrel shortened,Estonian,Male,Retired,Bachelor's,Single
Adapter,22 Hornet,Hubertus,Yes,48201315727,Natalia Andreev,1982-01-31,"12867 Põldma Junctions, Lake Vladimir, AZ 66918",2013-01-22,EE-GUN-840256,Reserve Military,Yes,-,Estonian,Female,Retired,Master's,Married
Adapter,22 Mag,Heym-16-22-Magnum-Extra,Yes,36104263651,Meelis Lukk,1961-04-26,"942 Nadežda Way, West Romanstad, NC 24079",1987-11-10,EE-GUN-976247,Reserve Military,No,-,Estonian,Male,Engineer,PhD,Divorced
Adapter,22 Mag,Krieghoff-Extra,Yes,36504196885,Rein Laan,1965-04-19,"0923 Lehiste Shores Apt. 083, West Dianaton, MN 77014",1999-03-31,EE-GUN-535708,Reserve Military,None,-,Estonian,Male,Engineer,PhD,Divorced
Adapter,22LR,CZ-75-Kadett-adapter,Yes,46807285127,Anu Unt,1968-07-28,"55423 Madisson Road, Port Marek, AK 18796",1982-07-01,EE-GUN-248322,None,No,Scope added,Estonian,Female,Police Officer,Bachelor's,Widowed
Adapter,22LR,Blaser-R-8,Yes,60001130321,Diana Jaanus,2000-01-13,"12759 Meier Lane Suite 930, Jevgeniborough, CO 72994",2039-02-22,EE-GUN-112440,Reserve Military,None,Barrel shortened,Estonian,Female,Nurse,Bachelor's,Single
Adapter,22 Mag,Heym-16-22-Magnum-Extra,Yes,39612164535,Martin Kesküla,1996-12-16,"142 Kirss Spring, South Andrusfort, IA 90613",2021-11-09,EE-GUN-736109,Narva Gun Enthusiasts,No,Modified grip,Estonian,Male,Police Officer,PhD,Married
Adapter,22 Mag,Krieghoff-Extra,Yes,46208040896,Ülle Simson,1962-08-04,"5888 Veski Meadows Suite 684, West Andrei, DE 86801",1986-11-23,EE-GUN-792514,Tallinn Marksmen Club,No,-,Estonian,Female,Police Officer,Bachelor's,Single
Adapter,.300 BLK,Uronen-Precision-UR-15,Yes,47304079820,Maie Holm,1973-04-07,"939 Tatjana Ridge Suite 841, Irinaland, MD 72409",2002-09-15,EE-GUN-292810,Tallinn Marksmen Club,Yes,Barrel shortened,Estonian,Female,Engineer,PhD,Married
Adapter,22 Mag,Heym-16-22-Magnum-Extra,Yes,38604083016,Tiit Säde,1986-04-08,"70523 Kelder Pike, North Peeterport, DE 03598",2018-06-02,EE-GUN-223262,Narva Gun Enthusiasts,None,Barrel shortened,Estonian,Male,Lawyer,High School,Single
Adapter,223 Rem,Uronen-Precision-UR-15,Yes,60111299861,Maie Vahter,2001-11-29,"218 Michelson Junction, Mareburgh, FL 11023",2022-04-23,EE-GUN-672537,None,Yes,Modified grip,Estonian,Female,Nurse,PhD,Widowed
Adapter,22LR,CZ-581/584,Yes,60111066990,Merike Koitla,2001-11-06,"Unit 7537 Box 5868, DPO AE 65800",2037-11-06,EE-GUN-488681,Reserve Military,Yes,Barrel shortened,Estonian,Female,Engineer,High School,Single
Adapter,222 Rem,Keller-Simmann,Yes,48203179504,Maie Kolk,1982-03-17,"118 Sergey Dam, Juliabury, OK 45886",2000-03-31,EE-GUN-630776,Reserve Military,None,-,Estonian,Female,Teacher,Bachelor's,Married
Adapter,22LR,CZ-75-Kadett-adapter,Yes,37201263443,Kristjan Puusepp,1972-01-26,"7093 Juhkam Center Suite 670, East Ninafort, GA 35600",1994-04-06,EE-GUN-364017,Reserve Military,Yes,Barrel shortened,Estonian,Male,Police Officer,High School,Married
Adapter,22LR,CMMG-Bravo-AR-15,Yes,50311207036,Valeri Sorokin,2003-11-20,"4327 Tõnu Road Apt. 381, Lake Sergeyport, MT 02340",2044-05-30,EE-GUN-644742,Reserve Military,No,-,Estonian,Male,Teacher,Bachelor's,Single
Adapter,22LR,Blaser-R-8,Yes,48907294798,Merike Kivilo,1989-07-29,"2536 Madisson Shoal, Lake Indrek, NV 41008",2014-12-29,EE-GUN-216881,Reserve Military,Yes,-,Estonian,Female,Engineer,High School,Single
Adapter,22LR,CZ-75-Kadett-adapter,Yes,48407117190,Eve Silm,1984-07-11,"04466 Martin Greens, Mihkelstad, IL 33248",2007-12-24,EE-GUN-765772,None,Yes,Barrel shortened,Estonian,Female,Nurse,PhD,Divorced
Adapter,22LR,CMMG-Bravo-AR-15,Yes,50211090420,Alexander Fedorov,2002-11-09,"4635 Mihhail Shore, Looritsside, MT 35881",2017-12-15,EE-GUN-346406,Tallinn Marksmen Club,Yes,Scope added,Estonian,Male,Lawyer,High School,Divorced
Adapter,.300 BLK,Uronen-Precision-UR-15,Yes,60210062684,Eve Erm,2002-10-06,"45207 Marek Center, Merilaborough, WA 48941",2022-06-08,EE-GUN-297991,Narva Gun Enthusiasts,None,-,Estonian,Female,Police Officer,High School,Married
Adapter,223 Rem,Uronen-Precision-UR-15,Yes,37008290235,Raivo Täht,1970-08-29,"4978 Merike Squares, Kikasland, IA 25842",1988-07-22,EE-GUN-279417,None,None,Modified grip,Estonian,Male,Teacher,PhD,Widowed
